kab_kode,kab_nama,kec_kode,kec_nama,desa_kode,desa_nama
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2001,"ISIMU UTARA"
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2002,"ISIMU SELATAN"
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2003,DATAHU
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2004,TOLOTIO
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2005,LABANU
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2006,REKSONEGORO
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2007,BUHU
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2008,DUNGGALA
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2009,MOLOWAHU
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2010,ILOPONU
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2011,ILOMATA
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2012,MOTILANGO
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2013,"ISIMU RAYA"
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2014,BALAHU
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2015,BOTUMOPUTI
75.01,"KABUPATEN GORONTALO",75.01.04,TIBAWA,75.01.04.2016,ULOBUA
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2001,DULAMAYO
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2008,UPOMELA
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2009,TOHUPO
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2010,MOLANIHU
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2011,MOLOPATODU
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2012,MOLAS
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2013,BATULAYAR
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2014,BATULORENG
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2015,BONGOHULAWA
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2016,OTOPADE
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2018,"HUNTULO HULAWA"
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2022,OWALANGA
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2023,LIYODU
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2024,LIYOTO
75.01,"KABUPATEN GORONTALO",75.01.11,BONGOMEME,75.01.11.2025,KAYUMERAH
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2001,"DULAMAYO UTARA"
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2002,"ULAPATO A"
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2003,"ULAPATO B"
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2004,TALUMELITO
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2005,TULADENGGI
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2006,PANTUNGO
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2007,LUPOYO
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2008,"PENTADIO TIMUR"
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2009,"PENTADIO BARAT"
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2010,DUMATI
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2011,MODELIDU
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2012,TINELO
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2013,TIMUATO
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2014,TAPALULUO
75.01,"KABUPATEN GORONTALO",75.01.10,"TELAGA BIRU",75.01.10.2015,TONALA
75.01,"KABUPATEN GORONTALO",75.01.19,TABONGO,75.01.19.2001,"TABONGO TIMUR"
75.01,"KABUPATEN GORONTALO",75.01.19,TABONGO,75.01.19.2002,"TABONGO BARAT"
75.01,"KABUPATEN GORONTALO",75.01.19,TABONGO,75.01.19.2003,"LIMEHE BARAT"
75.01,"KABUPATEN GORONTALO",75.01.19,TABONGO,75.01.19.2004,"LIMEHE TIMUR"
75.01,"KABUPATEN GORONTALO",75.01.19,TABONGO,75.01.19.2005,ILOMANGGA
75.01,"KABUPATEN GORONTALO",75.01.19,TABONGO,75.01.19.2006,MOTINELO
75.01,"KABUPATEN GORONTALO",75.01.19,TABONGO,75.01.19.2007,MOAHUDU
75.01,"KABUPATEN GORONTALO",75.01.19,TABONGO,75.01.19.2008,TERATAI
75.01,"KABUPATEN GORONTALO",75.01.19,TABONGO,75.01.19.2009,LIMEHU
75.01,"KABUPATEN GORONTALO",75.01.22,"TALAGA JAYA",75.01.22.2001,HUTADAA
75.01,"KABUPATEN GORONTALO",75.01.22,"TALAGA JAYA",75.01.22.2002,BUHU
75.01,"KABUPATEN GORONTALO",75.01.22,"TALAGA JAYA",75.01.22.2003,LUWOO
75.01,"KABUPATEN GORONTALO",75.01.22,"TALAGA JAYA",75.01.22.2004,BUNGGALO
75.01,"KABUPATEN GORONTALO",75.01.22,"TALAGA JAYA",75.01.22.2005,BULOTA
75.01,"KABUPATEN GORONTALO",75.01.17,"LIMBOTO BARAT",75.01.17.2001,PONE
75.01,"KABUPATEN GORONTALO",75.01.17,"LIMBOTO BARAT",75.01.17.2002,HUIDU
75.01,"KABUPATEN GORONTALO",75.01.17,"LIMBOTO BARAT",75.01.17.2003,OMBULO
75.01,"KABUPATEN GORONTALO",75.01.17,"LIMBOTO BARAT",75.01.17.2004,DAENAA
75.01,"KABUPATEN GORONTALO",75.01.17,"LIMBOTO BARAT",75.01.17.2005,YOSONEGORO
75.01,"KABUPATEN GORONTALO",75.01.17,"LIMBOTO BARAT",75.01.17.2006,TUNGGULO
75.01,"KABUPATEN GORONTALO",75.01.17,"LIMBOTO BARAT",75.01.17.2007,HUTABOHU
75.01,"KABUPATEN GORONTALO",75.01.17,"LIMBOTO BARAT",75.01.17.2008,PADENGO
75.01,"KABUPATEN GORONTALO",75.01.17,"LIMBOTO BARAT",75.01.17.2009,HAYA-HAYA
75.01,"KABUPATEN GORONTALO",75.01.17,"LIMBOTO BARAT",75.01.17.2010,"HUIDU UTARA"
75.01,"KABUPATEN GORONTALO",75.01.02,TELAGA,75.01.02.2011,BULILA
75.01,"KABUPATEN GORONTALO",75.01.02,TELAGA,75.01.02.2014,MONGOLATO
75.01,"KABUPATEN GORONTALO",75.01.02,TELAGA,75.01.02.2015,LUHU
75.01,"KABUPATEN GORONTALO",75.01.02,TELAGA,75.01.02.2016,HULAWA
75.01,"KABUPATEN GORONTALO",75.01.02,TELAGA,75.01.02.2017,PILOHAYANGA
75.01,"KABUPATEN GORONTALO",75.01.02,TELAGA,75.01.02.2018,"DULAMAYO SELATAN"
75.01,"KABUPATEN GORONTALO",75.01.02,TELAGA,75.01.02.2019,"DULAMAYO BARAT"
75.01,"KABUPATEN GORONTALO",75.01.02,TELAGA,75.01.02.2020,DULOHUPA
75.01,"KABUPATEN GORONTALO",75.01.02,TELAGA,75.01.02.2021,"PILOHAYANGA BARAT"
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2001,SUKAMAKMUR
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2002,LAKEYA
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2003,GANDASARI
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2004,MOLOHU
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2007,POLOHUNGO
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2008,"BINA JAYA"
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2009,TAMAILA
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2010,SIDOARJO
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2013,"SUKAMAKMUR UTARA"
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2014,MARGOMULYA
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2015,"MAKMUR ABADI"
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2016,GANDARIA
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2017,"OMBULO TANGO"
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2018,"TAMALIA UTARA"
75.01,"KABUPATEN GORONTALO",75.01.13,TOLANGOHULA,75.01.13.2019,HIMALAYA
75.01,"KABUPATEN GORONTALO",75.01.21,ASPARAGA,75.01.21.2001,BULULI
75.01,"KABUPATEN GORONTALO",75.01.21,ASPARAGA,75.01.21.2002,MOHIYOLO
75.01,"KABUPATEN GORONTALO",75.01.21,ASPARAGA,75.01.21.2003,PANGAHU
75.01,"KABUPATEN GORONTALO",75.01.21,ASPARAGA,75.01.21.2004,"KARYA INDAH"
75.01,"KABUPATEN GORONTALO",75.01.21,ASPARAGA,75.01.21.2005,PRIMA
75.01,"KABUPATEN GORONTALO",75.01.21,ASPARAGA,75.01.21.2006,TIOHU
75.01,"KABUPATEN GORONTALO",75.01.21,ASPARAGA,75.01.21.2007,OLIMOHULO
75.01,"KABUPATEN GORONTALO",75.01.21,ASPARAGA,75.01.21.2008,"KARYA BARU"
75.01,"KABUPATEN GORONTALO",75.01.21,ASPARAGA,75.01.21.2009,BONTULA
75.01,"KABUPATEN GORONTALO",75.01.21,ASPARAGA,75.01.21.2010,BIHE
75.01,"KABUPATEN GORONTALO",75.01.24,DUNGALIYO,75.01.24.2001,PILOLALENGA
75.01,"KABUPATEN GORONTALO",75.01.24,DUNGALIYO,75.01.24.2002,KALIYOSO
75.01,"KABUPATEN GORONTALO",75.01.24,DUNGALIYO,75.01.24.2003,DUNGALIYO
75.01,"KABUPATEN GORONTALO",75.01.24,DUNGALIYO,75.01.24.2004,AMBARA
75.01,"KABUPATEN GORONTALO",75.01.24,DUNGALIYO,75.01.24.2005,BONGOMEME
75.01,"KABUPATEN GORONTALO",75.01.24,DUNGALIYO,75.01.24.2006,DUWANGA
75.01,"KABUPATEN GORONTALO",75.01.24,DUNGALIYO,75.01.24.2007,AYUHULA
75.01,"KABUPATEN GORONTALO",75.01.24,DUNGALIYO,75.01.24.2008,PANGADAA
75.01,"KABUPATEN GORONTALO",75.01.24,DUNGALIYO,75.01.24.2009,BOTUBULOWE
75.01,"KABUPATEN GORONTALO",75.01.24,DUNGALIYO,75.01.24.2010,MOMALA
75.01,"KABUPATEN GORONTALO",75.01.18,TILANGO,75.01.18.2001,TUALANGO
75.01,"KABUPATEN GORONTALO",75.01.18,TILANGO,75.01.18.2002,DULOMO
75.01,"KABUPATEN GORONTALO",75.01.18,TILANGO,75.01.18.2003,TILOTE
75.01,"KABUPATEN GORONTALO",75.01.18,TILANGO,75.01.18.2004,TABUMELA
75.01,"KABUPATEN GORONTALO",75.01.18,TILANGO,75.01.18.2005,ILOTIDEA
75.01,"KABUPATEN GORONTALO",75.01.18,TILANGO,75.01.18.2006,LAUWONU
75.01,"KABUPATEN GORONTALO",75.01.18,TILANGO,75.01.18.2007,TENGGELA
75.01,"KABUPATEN GORONTALO",75.01.18,TILANGO,75.01.18.2008,TINELO
75.01,"KABUPATEN GORONTALO",75.01.14,MOOTILANGO,75.01.14.2001,PARIS
75.01,"KABUPATEN GORONTALO",75.01.14,MOOTILANGO,75.01.14.2002,HELUMO
75.01,"KABUPATEN GORONTALO",75.01.14,MOOTILANGO,75.01.14.2003,PILOMONU
75.01,"KABUPATEN GORONTALO",75.01.14,MOOTILANGO,75.01.14.2004,SATRIA
75.01,"KABUPATEN GORONTALO",75.01.14,MOOTILANGO,75.01.14.2005,KARYAMUKTI
75.01,"KABUPATEN GORONTALO",75.01.14,MOOTILANGO,75.01.14.2006,TALUMOPATU
75.01,"KABUPATEN GORONTALO",75.01.14,MOOTILANGO,75.01.14.2007,SIDOMUKTI
75.01,"KABUPATEN GORONTALO",75.01.14,MOOTILANGO,75.01.14.2008,PAYU
75.01,"KABUPATEN GORONTALO",75.01.14,MOOTILANGO,75.01.14.2009,SUKAMAJU
75.01,"KABUPATEN GORONTALO",75.01.14,MOOTILANGO,75.01.14.2010,HUYULA
75.01,"KABUPATEN GORONTALO",75.01.16,PULUBALA,75.01.16.2001,PONGONGAILA
75.01,"KABUPATEN GORONTALO",75.01.16,PULUBALA,75.01.16.2002,PULUBALA
75.01,"KABUPATEN GORONTALO",75.01.16,PULUBALA,75.01.16.2003,MOLAMAHU
75.01,"KABUPATEN GORONTALO",75.01.16,PULUBALA,75.01.16.2004,BAKTI
75.01,"KABUPATEN GORONTALO",75.01.16,PULUBALA,75.01.16.2005,TRIDHARMA
75.01,"KABUPATEN GORONTALO",75.01.16,PULUBALA,75.01.16.2006,MOLALAHU
75.01,"KABUPATEN GORONTALO",75.01.16,PULUBALA,75.01.16.2007,MULYONEGORO
75.01,"KABUPATEN GORONTALO",75.01.16,PULUBALA,75.01.16.2008,PUNCAK
75.01,"KABUPATEN GORONTALO",75.01.16,PULUBALA,75.01.16.2009,TOYIDITO
75.01,"KABUPATEN GORONTALO",75.01.16,PULUBALA,75.01.16.2010,AYUMOLINGO
75.01,"KABUPATEN GORONTALO",75.01.16,PULUBALA,75.01.16.2011,"BUKIT AREN"
75.01,"KABUPATEN GORONTALO",75.01.01,LIMBOTO,75.01.01.1001,KAYUBULAN
75.01,"KABUPATEN GORONTALO",75.01.01,LIMBOTO,75.01.01.1002,KAYUMERAH
75.01,"KABUPATEN GORONTALO",75.01.01,LIMBOTO,75.01.01.1003,HUNGGALUWA
75.01,"KABUPATEN GORONTALO",75.01.01,LIMBOTO,75.01.01.1004,BOLIHUANGGA
75.01,"KABUPATEN GORONTALO",75.01.01,LIMBOTO,75.01.01.1005,HEPUHULAWA
75.01,"KABUPATEN GORONTALO",75.01.01,LIMBOTO,75.01.01.1006,HUTUO
75.01,"KABUPATEN GORONTALO",75.01.01,LIMBOTO,75.01.01.1007,DUTULANAA
75.01,"KABUPATEN GORONTALO",75.01.01,LIMBOTO,75.01.01.1008,TENILO
75.01,"KABUPATEN GORONTALO",75.01.01,LIMBOTO,75.01.01.1009,BIYONGA
75.01,"KABUPATEN GORONTALO",75.01.01,LIMBOTO,75.01.01.1010,BONGOHULAWA
75.01,"KABUPATEN GORONTALO",75.01.01,LIMBOTO,75.01.01.1011,BULOTA
75.01,"KABUPATEN GORONTALO",75.01.01,LIMBOTO,75.01.01.1012,MALAHU
75.01,"KABUPATEN GORONTALO",75.01.01,LIMBOTO,75.01.01.1013,TILIHUWA
75.01,"KABUPATEN GORONTALO",75.01.01,LIMBOTO,75.01.01.1014,POLOHUNGO
75.01,"KABUPATEN GORONTALO",75.01.20,BILUHU,75.01.20.2001,"BILUHU BARAT"
75.01,"KABUPATEN GORONTALO",75.01.20,BILUHU,75.01.20.2002,LOBUTO
75.01,"KABUPATEN GORONTALO",75.01.20,BILUHU,75.01.20.2003,"BILUHU TENGAH"
75.01,"KABUPATEN GORONTALO",75.01.20,BILUHU,75.01.20.2004,LULUO
75.01,"KABUPATEN GORONTALO",75.01.20,BILUHU,75.01.20.2005,HUWONGO
75.01,"KABUPATEN GORONTALO",75.01.20,BILUHU,75.01.20.2006,"LOBUTO TIMUR"
75.01,"KABUPATEN GORONTALO",75.01.20,BILUHU,75.01.20.2007,"BOTU BOLUO"
75.01,"KABUPATEN GORONTALO",75.01.20,BILUHU,75.01.20.2008,OLIMEYALA
75.01,"KABUPATEN GORONTALO",75.01.03,BATUDAA,75.01.03.2001,ILUTA
75.01,"KABUPATEN GORONTALO",75.01.03,BATUDAA,75.01.03.2002,BUA
75.01,"KABUPATEN GORONTALO",75.01.03,BATUDAA,75.01.03.2003,HUNTU
75.01,"KABUPATEN GORONTALO",75.01.03,BATUDAA,75.01.03.2004,PAYUNGA
75.01,"KABUPATEN GORONTALO",75.01.03,BATUDAA,75.01.03.2012,BARAKATI
75.01,"KABUPATEN GORONTALO",75.01.03,BATUDAA,75.01.03.2013,ILOHUNGAYO
75.01,"KABUPATEN GORONTALO",75.01.03,BATUDAA,75.01.03.2014,DUNGGALA
75.01,"KABUPATEN GORONTALO",75.01.03,BATUDAA,75.01.03.2015,PILOBUHUTA
75.01,"KABUPATEN GORONTALO",75.01.05,"BATUDAA PANTAI",75.01.05.2004,TONTAYUO
75.01,"KABUPATEN GORONTALO",75.01.05,"BATUDAA PANTAI",75.01.05.2005,"BILUHU TIMUR"
75.01,"KABUPATEN GORONTALO",75.01.05,"BATUDAA PANTAI",75.01.05.2006,KAYUBULAN
75.01,"KABUPATEN GORONTALO",75.01.05,"BATUDAA PANTAI",75.01.05.2007,BONGO
75.01,"KABUPATEN GORONTALO",75.01.05,"BATUDAA PANTAI",75.01.05.2008,LOPO
75.01,"KABUPATEN GORONTALO",75.01.05,"BATUDAA PANTAI",75.01.05.2009,LAMU
75.01,"KABUPATEN GORONTALO",75.01.05,"BATUDAA PANTAI",75.01.05.2012,OLIMOO'O
75.01,"KABUPATEN GORONTALO",75.01.05,"BATUDAA PANTAI",75.01.05.2014,BUHUDAA
75.01,"KABUPATEN GORONTALO",75.01.05,"BATUDAA PANTAI",75.01.05.2015,LANGGULA
75.01,"KABUPATEN GORONTALO",75.01.09,BOLIYOHUTO,75.01.09.2001,SIDOMULYO
75.01,"KABUPATEN GORONTALO",75.01.09,BOLIYOHUTO,75.01.09.2004,PARUNGI
75.01,"KABUPATEN GORONTALO",75.01.09,BOLIYOHUTO,75.01.09.2006,DILONIYOHU
75.01,"KABUPATEN GORONTALO",75.01.09,BOLIYOHUTO,75.01.09.2007,SIDODADI
75.01,"KABUPATEN GORONTALO",75.01.09,BOLIYOHUTO,75.01.09.2010,POTANGA
75.01,"KABUPATEN GORONTALO",75.01.09,BOLIYOHUTO,75.01.09.2011,MOTODUTO
75.01,"KABUPATEN GORONTALO",75.01.09,BOLIYOHUTO,75.01.09.2012,ILOHELUMA
75.01,"KABUPATEN GORONTALO",75.01.09,BOLIYOHUTO,75.01.09.2014,MONGGOLITO
75.01,"KABUPATEN GORONTALO",75.01.09,BOLIYOHUTO,75.01.09.2015,"BANDUNG REJO"
75.01,"KABUPATEN GORONTALO",75.01.09,BOLIYOHUTO,75.01.09.2018,DULOHUPA
75.01,"KABUPATEN GORONTALO",75.01.09,BOLIYOHUTO,75.01.09.2019,"SIDOMULYA SELATAN"
75.01,"KABUPATEN GORONTALO",75.01.09,BOLIYOHUTO,75.01.09.2020,BONGONGOAYU
75.01,"KABUPATEN GORONTALO",75.01.09,BOLIYOHUTO,75.01.09.2021,TOLITE
75.01,"KABUPATEN GORONTALO",75.01.23,BILATO,75.01.23.2001,TOTOPO
75.01,"KABUPATEN GORONTALO",75.01.23,BILATO,75.01.23.2002,BILATO
75.01,"KABUPATEN GORONTALO",75.01.23,BILATO,75.01.23.2003,ILOMATA
75.01,"KABUPATEN GORONTALO",75.01.23,BILATO,75.01.23.2004,TAULA'A
75.01,"KABUPATEN GORONTALO",75.01.23,BILATO,75.01.23.2005,JURIYA
75.01,"KABUPATEN GORONTALO",75.01.23,BILATO,75.01.23.2006,PELEHU
75.01,"KABUPATEN GORONTALO",75.01.23,BILATO,75.01.23.2007,BUMELA
75.01,"KABUPATEN GORONTALO",75.01.23,BILATO,75.01.23.2008,LAMAHU
75.01,"KABUPATEN GORONTALO",75.01.23,BILATO,75.01.23.2009,MUSYAWARAH
75.01,"KABUPATEN GORONTALO",75.01.23,BILATO,75.01.23.2010,"SUKA DAMAI"
75.02,"KABUPATEN BOALEMO",75.02.04,TILAMUTA,75.02.04.2001,LIMBATO
75.02,"KABUPATEN BOALEMO",75.02.04,TILAMUTA,75.02.04.2002,PILOLIYANGA
75.02,"KABUPATEN BOALEMO",75.02.04,TILAMUTA,75.02.04.2003,AYUHULALO
75.02,"KABUPATEN BOALEMO",75.02.04,TILAMUTA,75.02.04.2004,HUNGAYONAA
75.02,"KABUPATEN BOALEMO",75.02.04,TILAMUTA,75.02.04.2005,MODELOMO
75.02,"KABUPATEN BOALEMO",75.02.04,TILAMUTA,75.02.04.2006,"PENTADU BARAT"
75.02,"KABUPATEN BOALEMO",75.02.04,TILAMUTA,75.02.04.2007,"PENTADU TIMUR"
75.02,"KABUPATEN BOALEMO",75.02.04,TILAMUTA,75.02.04.2008,BAJO
75.02,"KABUPATEN BOALEMO",75.02.04,TILAMUTA,75.02.04.2009,MOHUNGO
75.02,"KABUPATEN BOALEMO",75.02.04,TILAMUTA,75.02.04.2010,LAHUMBO
75.02,"KABUPATEN BOALEMO",75.02.04,TILAMUTA,75.02.04.2011,LAMU
75.02,"KABUPATEN BOALEMO",75.02.04,TILAMUTA,75.02.04.2018,TENILO
75.02,"KABUPATEN BOALEMO",75.02.02,WONOSARI,75.02.02.2001,HARAPAN
75.02,"KABUPATEN BOALEMO",75.02.02,WONOSARI,75.02.02.2002,"BONGO II"
75.02,"KABUPATEN BOALEMO",75.02.02,WONOSARI,75.02.02.2003,"BONGO III"
75.02,"KABUPATEN BOALEMO",75.02.02,WONOSARI,75.02.02.2004,MEKARJAYA
75.02,"KABUPATEN BOALEMO",75.02.02,WONOSARI,75.02.02.2005,SUKAMAJU
75.02,"KABUPATEN BOALEMO",75.02.02,WONOSARI,75.02.02.2006,PANGEYA
75.02,"KABUPATEN BOALEMO",75.02.02,WONOSARI,75.02.02.2007,JATIMULYA
75.02,"KABUPATEN BOALEMO",75.02.02,WONOSARI,75.02.02.2008,"SUKA MULYA"
75.02,"KABUPATEN BOALEMO",75.02.02,WONOSARI,75.02.02.2009,"SARI TANI"
